,compounds,mzs,shortRT,mz,ratios,gro,int,longRT,estC,SS,phenolics,acid,NN,aliph,CO,bs,ord,,,,,,,,,,,,
107.992,,650.113,17.88552574,c(650.113439967587, 651.118547810217),c(1, 0.479447726897496),107,c(2757.66551874607, 1317.43024673454),25.13925084,42,0,6,0,0,0,0,0,990,,,,,,,,,
107.123,,756.192,17.90151525,c(756.191745101972,757.1955398,758.1978777, 759.197246981998),c(1,0.396991672,0.123731077, 0.0341971742904892),107,c(103960.233330509,41280.33675,12868.52977, 3557.83754141029),25.15584735,35,0,3,0,0,0,0,1,1230,,,
107.1406,,854.324,17.88075972,c(854.32377678961, 855.329622191711),c(1, 0.575227633777117),107,c(2127.65271906234, 1226.76380998328),25.13433811,50,0,6,0,0,0,0,1,1406,,,,,,,,,
107.2063,,1512.386,17.92625035,c(1512.38558923412, 1513.39765686016),c(1, 0.806786051680269),107,c(773.370417829767, 625.882898663697),25.18187319,71,0,6,0,0,0,0,1,2063,,,,,,,,,
108.567,,462.117,17.50766173,c(462.116848343338,463.1205729, 464.124787113837),c(1,0.283489752, 0.0989277075676858),108,c(45736.0050021613,12979.90841, 4541.74935875173),24.79465997,25,0,3,0,0,0,0,0,556,,,,,,
108.602,,476.19,17.51560573,c(476.189566653471, 477.191726613542),c(1, 0.269325433372982),108,c(13641.0308965164, 3682.23327557096),24.80104128,23,0,2,0,0,0,0,1,592,,,,,,,,,
108.1287,,784.187,17.51713616,c(784.187342345566, 785.187240684717),c(1, 0.52511206320707),108,c(3726.61786178924, 1955.99740842957),24.80227456,46,0,6,0,0,0,0,0,1287,,,,,,,,,
108.1512,,934.24,17.52281557,c(934.240499611577,935.2427197,936.2451189, 937.247869261072),c(1,0.462960244,0.168715528, 0.0510203014622566),108,c(42853.7526350401,19839.64416,7235.588912, 2190.44872092019),24.80686231,41,0,3,0,0,0,0,1,1512,,,
108.1523,,944.26,17.51715019,c(944.2599521561, 945.269583740147),c(1, 0.588786609252758),108,c(2302.61852218246, 1348.95509941239),24.80228587,52,0,6,0,0,0,0,1,1523,,,,,,,,,
108.1579,,988.246,17.51343794,c(988.246096801368, 989.254788355434),c(1, 0.611588352609671),108,c(2762.39367408443, 1692.18775610014),24.79929655,54,0,6,0,0,0,0,1,1579,,,,,,,,,
122.19,,150.017,15.48106781,c(150.017134461388, 151.020008918896),c(1, 0.0623924600267483),122,c(17070.4347599157, 1042.77253416636),23.80407776,5,0,0,1,0,0,0,0,535,,,,,,,,,
122.7,,196.074,15.50850113,c(196.074345083953, 197.077437865829),c(1, 0.113120147099642),122,c(56525.0167768425, 6394.72475028211),23.81434547,10,0,1,0,0,0,0,0,37,,,,,,,,,
122.174,,276.113,15.50258927,c(276.11272864611, 277.112404804756),c(1, 0.188311904504663),122,c(17062.2730959305, 3214.20675647518),23.81213595,16,0,2,0,0,0,0,0,154,,,,,,,,,
122.391,,388.116,15.47084664,c(388.116072078623, 389.119171117806),c(1, 0.227782579535697),122,c(24296.3596014426, 5535.48545690502),23.80024223,20,0,2,0,0,0,0,0,376,,,,,,,,,
135.393,,388.174,13.98834195,c(388.17374176958, 389.176955940105),c(1, 0.208176897450402),135,c(46884.2893030661, 9766.15216286818),23.08963882,18,0,1,0,0,0,0,1,378,,,,,,,,,
135.541,,450.152,13.98231614,c(450.152371860376, 451.154245714403),c(1, 0.26707527952448),135,c(18779.125416723, 5018.59409922581),23.08580115,23,0,2,0,0,0,0,1,527,,,,,,,,,
135.876,,596.266,13.9567072,c(596.266375740494, 597.269948932941),c(1, 0.334716752420782),135,c(5540.15874968899, 1855.79253031842),23.06938177,29,0,2,0,0,0,0,1,873,,,,,,,,,
135.877,,598.226,13.95887534,c(598.226102891806, 599.228900293501),c(1, 0.327246525534577),135,c(30809.5922492671, 10089.9341862442),23.0707788,29,0,2,0,0,0,0,1,874,,,,,,,,,
135.1022,,661.222,13.9558325,c(661.222149464754, 662.224993024305),c(1, 0.432502599615239),135,c(6070.85368023667, 2623.14672329977),23.0688178,38,0,4,0,0,0,0,0,1020,,,,,,,,,
135.1486,,916.251,13.97111652,c(916.250738263786,917.2551181,918.2610238, 919.262624272104),c(1,0.451068666,0.203981221, 0.0958720740671058),135,c(11986.719515561,5411.36187,2446.190837, 1150.19236933536),23.07864233,39,0,3,0,0,0,0,1,1486,,,
156.332,,362.158,16.94507005,c(362.15795900497, 363.161352594565),c(1, 0.187971983821418),156,c(46869.3420662025, 8813.19880835558),24.41774501,16,0,1,1,0,0,0,1,317,,,,,,,,,
156.861,,590.183,16.94801527,c(590.183176093115, 591.18528462203),c(1, 0.353064625711876),156,c(6529.50873252503, 2313.81181177125),24.41938906,31,0,3,0,0,0,0,1,857,,,,,,,,,
156.933,,622.152,16.93577989,c(622.152340176578, 623.157119500998),c(1, 0.356797220217309),156,c(12324.8380452251, 4396.72365955059),24.41257812,31,0,3,0,0,0,0,1,931,,,,,,,,,
156.1431,,872.332,16.9870662,c(872.332197377504, 873.33491793981),c(1, 0.521000492892226),156,c(3200.81611047453, 1628.62995242981),24.44146585,46,0,5,0,0,0,0,1,1431,,,,,,,,,
164.913,,610.418,22.36862753,c(610.417505284717, 611.422350597072),c(1, 0.436816398363364),164,c(11147.6655593003, 4869.48311977286),45.08225843,38,0,3,0,0,0,0,0,911,,,,,,,,,
164.1156,,714.468,22.36557121,c(714.468094189359, 715.472450197643),c(1, 0.443173476099149),164,c(122024.258042439, 54077.9146050874),45.05107732,39,0,3,1,0,0,0,1,1156,,,,,,,,,
164.1396,,846.423,22.36832301,c(846.422890184267, 847.42571132234),c(1, 0.565356979936487),164,c(32168.5337426085, 18186.7050857061),45.07915008,50,0,5,0,0,0,0,1,1396,,,,,,,,,
180.84,,206.079,9.461932367,c(206.07939006841, 207.082930391484),c(1, 0.101449255299454),180,c(41250.1008486413, 4160.36869567306),16.96281773,9,0,1,1,0,0,0,0,55,,,,,,,,,
180.1073,,680.216,9.485500501,c(680.215651891251, 681.221452193436),c(1, 0.364682017175449),180,c(5731.93717967166, 2086.58882181651),17.01001003,32,0,3,0,0,0,0,1,1073,,,,,,,,,
192.8,,120.058,15.3820652,c(120.057525243979, 121.060475980034),c(1, 0.0892971909143024),192,c(81384.1515206578, 7266.99012168851),23.76666193,8,0,1,0,0,0,1,0,14,,,,,,,,,
192.65,,194.059,15.36795467,c(194.058901600431, 195.060704370328),c(1, 0.117341616341482),192,c(37055.8964008349, 4354.16990387418),23.76127571,10,0,1,0,0,0,0,0,29,,,,,,,,,
192.165,,272,15.35750919,c(271.999823675444, 273.005050435242),c(1, 0.167077326097968),192,c(7978.63646799701, 1301.2839726953),23.75727888,14,0,2,0,0,0,0,0,145,,,,,,,,,
192.181,,282.074,15.36313339,c(282.073922275103, 283.08133257128),c(1, 0.203153093943043),192,c(14719.336645881, 2989.05461892774),23.75943194,18,0,3,0,0,0,0,0,161,,,,,,,,,
192.484,,430.112,15.36621074,c(430.112274553181, 431.117129104894),c(1, 0.261414421393696),192,c(12282.6719119333, 3212.11286859615),23.76060899,23,0,3,0,0,0,0,0,470,,,,,,,,,
195,,244.18,11.13641816,c(244.179500274226, 245.181408838364),c(1, 0.143315104387583),195,c(11282.0135905618, 1618.71551144549),19.97891871,12,0,0,0,0,0,0,0,111,,,,,,,,,
198,,800.218,18.38803613,c(800.218029947275, 801.221037278975),c(1, 0.428979357277263),198,c(18184.3983227524, 7803.76377427135),25.75452487,38,0,3,0,0,0,0,1,1307,,,,,,,,,
203.66,ferulic acid,194.059,17.56918132,c(194.058906334006, 195.061768591688),c(1, 0.10475815813325),203,c(89707.6901103201, 9395.64949787573),24.84497658,9,0,1,1,0,0,0,0,30,,,,,,,,,
203.37,,380.17,17.58344882,c(380.170361131733, 381.172526394487),c(1, 0.228765975925318),203,c(11666.5646202299, 2670.73946571775),24.85694556,20,0,2,0,0,0,0,0,355,,,,,,,,,
216.81,,204.027,2.483494455,c(204.026599383697, 205.030625332617),c(1, 0.0859572698002003),216,c(50223.7720058655, 4316.59400491573),3.089646498,7,0,0,0,0,0,0,1,50,,,,,,,,,
216.668,raffinose (non-unique hit),504.169,2.468041709,c(504.168512936714, 505.172303819281),c(1, 0.225383512299829),216,c(11247.0230523927, 2539.22285113082),3.066866916,20,0,1,0,0,0,0,1,659,,,,,,,,,
216.1238,,758.225,2.431352999,c(758.224871848678, 759.225889708966),c(1, 0.320245609599861),216,c(8960.23463031419, 2863.85157200628),3.012939656,28,0,1,0,0,0,0,1,1238,,,,,,,,,
218,,342.112,17.35168284,c(342.111590770566, 343.113313597579),c(1, 0.213516906219958),218,c(30602.8851214726, 6534.23335254164),24.67597943,18,0,2,0,0,0,0,0,264,,,,,,,,,
230,,268.082,5.96557911,c(268.08173188626, 269.085072087871),c(1, 0.163758194510856),230,c(16593.4175856746, 2716.42656255561),9.409015508,14,0,2,0,0,0,0,0,141,,,,,,,,,
233.7,succinic acid,118.026,4.107863611,c(118.026401825417, 119.02823309568),c(1, 0.0511421885918242),233,c(45042.5807222642, 2306.02916427394),5.739525662,4,0,0,1,0,0,0,0,107,,,,,,,,,
233.1195,,736.23,4.140958956,c(736.229886886309, 737.231226691376),c(1, 0.375969082078969),233,c(7038.56981695439, 2648.2309158521),5.799170652,33,0,3,0,0,0,0,1,1195,,,,,,,,,
233.13,,796.248,4.121848217,c(796.248051053971,797.2543117, 798.260127726563),c(1,0.339434255, 0.713997191501519),233,c(4717.10107544268,1596.909447, 3371.50166151342),5.764701013,30,0,1,0,0,0,0,1,1300,,,,,,
233.136,,826.26,4.121495395,c(826.259786013605, 827.267076766782),c(1, 0.409044544796003),233,c(5618.88035007375, 2301.18800401896),5.764065353,36,0,3,0,0,0,0,1,1360,,,,,,,,,
233.158,,988.319,4.124940663,c(988.31860801765, 989.312055050955),c(1, 0.527674778467341),233,c(2042.69377585539, 1070.02043637979),5.770273615,46,0,4,0,0,0,0,1,1580,,,,,,,,,
233.1914,,1283.399,4.122027256,c(1283.39872124755, 1283.91496324533),c(1, 0.848121919740377),233,c(2058.11308526705, 1738.04451023935),5.765023588,75,0,9,0,0,0,0,0,1914,,,,,,,,,
233.1944,,1314.437,4.118792318,c(1314.43667618798,1315.43913, 1316.4389543538),c(1,0.563893978, 0.294315484512028),233,c(6471.15429028208,3656.768545, 1909.95986606728),5.759196232,49,1,1,0,1,0,0,1,1944,,,,,,
233.2022,,1446.465,4.141764338,c(1446.465247338, 1446.97154384157),c(1, 0.559973712954157),233,c(1703.37006026665, 954.245997434674),5.800624979,49,0,1,0,1,0,0,1,2022,,,,,,,,,
233.2044,,1476.491,4.127245951,c(1476.49114167207,1477.4906, 1478.48012407464),c(1,0.661722911, 0.351000475156309),233,c(4355.52904347713,2878.97963, 1530.09593646675),5.774429057,58,1,2,0,1,0,0,1,2044,,,,,,
233.207,,1527.493,4.121134794,c(1527.49335752496, 1527.99267709519),c(1, 0.580020092972965),233,c(1806.74812654272, 1025.75249526625),5.763415705,51,0,1,0,1,0,0,1,2070,,,,,,,,,
233.2113,,1638.542,4.153067498,c(1638.54154845971, 1639.53918302802),c(1, 0.734870817243575),233,c(2807.07392215402, 2060.70595500537),5.82105006,65,0,5,0,0,0,1,0,2113,,,,,,,,,
233.2136,,1689.035,4.140060351,c(1689.03482451045, 1689.54111459834),c(1, 1.00187419380928),233,c(1428.53836188058, 1441.79906179366),5.797548147,88,0,10,0,0,0,1,0,2136,,,,,,,,,
233.2169,,1800.581,4.125487223,c(1800.58120433191, 1801.59428343062),c(1, 0.760977951017841),233,c(2018.34887817074, 1535.90405302112),5.771258726,67,0,4,0,0,0,1,0,2169,,,,,,,,,
233.2177,,1851.085,4.109368365,c(1851.08505920353, 1851.59692574577),c(1, 1.01984015196946),233,c(1309.34610811902, 1338.47408262626),5.742232583,90,0,9,0,0,0,1,0,2177,,,,,,,,,
238.431,,404.191,7.958040931,c(404.191292838136, 405.193152698319),c(1, 0.202778221253598),238,c(16856.5827888242, 3419.32735592849),13.77529492,18,0,1,0,0,0,0,1,417,,,,,,,,,
238.69,,515.223,7.924897527,c(515.223018469794, 516.22284137895),c(1, 0.294690424927051),238,c(9972.60330786706, 2937.23186798449),13.702401,26,0,3,0,1,0,0,1,684,,,,,,,,,
251,,174.053,14.91579575,c(174.053498678897, 175.056541384932),c(1, 0.0899907520404721),251,c(37163.8183892762, 3343.76301656992),23.57792128,8,0,1,1,0,0,0,0,1068,,,,,,,,,
258.16,,268.083,5.130080513,c(268.0831028143, 269.086093936774),c(1, 0.13759804333875),258,c(33382.6734501788, 4595.106691979),7.683427974,12,0,1,0,0,0,0,1,140,,,,,,,,,
258.1305,,798.264,5.115899538,c(798.263692560968,799.2686755, 800.267085589909),c(1,0.369376376, 0.137096019498329),258,c(9005.79349344998,3327.170198, 1228.60594201911),7.655101447,32,1,1,0,1,0,0,0,1305,,,,,,
259.3,,94.041,18.43290565,c(94.0411267837676, 95.0447002614847),c(1, 0.0687978599317741),259,c(26776.3265166615, 1846.48790795448),25.81986706,6,0,1,0,0,0,0,0,12,,,,,,,,,
259.14,salicylic acid,138.032,18.42299367,c(138.031973873233, 139.035020984943),c(1, 0.0781962950659104),259,c(67663.3921527606, 5291.02657793767),25.80527114,7,0,1,1,0,0,0,0,22,,,,,,,,,
259.206,,300.023,18.43142426,c(300.022558558306, 301.020794535727),c(1, 0.15313134837165),259,c(13658.3490530198, 2092.49147085907),25.81767977,13,0,1,0,0,0,0,0,188,,,,,,,,,
259.118,,726.199,18.420623,c(726.199279263431, 727.203482771341),c(1, 0.452875312374216),259,c(3224.50081157899, 1461.06434416451),25.80179384,40,0,5,0,0,0,0,0,1180,,,,,,,,,
281,,484.143,2.202234955,c(484.143033025756, 485.147523912106),c(1, 0.285421592288419),281,c(6391.15845466487, 1828.36112064686),2.680954403,25,0,3,0,0,0,0,1,612,,,,,,,,,
301.105,N-acetyl tyrosine,223.085,9.542593613,c(223.08546157254, 224.090197638904),c(1, 0.148676308083841),301,c(21252.3678252442, 3165.86479317983),17.12386748,13,0,2,0,1,0,0,0,83,,,,,,,,,
301.1149,,711.271,9.540686733,c(711.270589489641,712.2721363, 713.27331614979),c(1,0.331901451, 0.104327556789517),301,c(20322.4566305085,6747.50967, 2121.00720864657),17.12007544,29,0,2,0,1,0,0,1,1149,,,,,,
305.5,,182.059,9.104702589,c(182.058583009851, 183.059365478656),c(1, 0.126254262191454),305,c(40068.4445390573, 5058.45943458053),16.2346635,11,0,2,0,0,0,0,0,9,,,,,,,,,
305.75,,198.053,9.122519767,c(198.053301001878, 199.055830719732),c(1, 0.115729160301541),305,c(16378.5470854337, 1895.24552400119),16.27151909,10,0,1,0,0,0,0,0,42,,,,,,,,,
305.328,,360.106,9.117190479,c(360.106123865457, 361.10788158528),c(1, 0.263795461813337),305,c(20308.3017585728, 5357.49866068256),16.26050081,23,0,3,0,0,0,0,0,313,,,,,,,,,
305.461,,420.185,9.085633417,c(420.184872852688, 421.187627426093),c(1, 0.209167403951067),305,c(23382.027834722, 4889.88236828547),16.19515952,18,0,1,0,0,0,0,1,447,,,,,,,,,
322.283,,342.097,12.71044477,c(342.096769672225, 343.100787805871),c(1, 0.235352563200048),322,c(11828.2707203357, 2783.81383225508),22.03095186,20,0,3,0,0,0,0,0,265,,,,,,,,,
322.1252,,764.295,12.71491988,c(764.295397362364, 765.300841226549),c(1, 0.38101621178418),322,c(8523.08299065343, 3248.09051134256),22.03558338,33,0,2,0,0,0,0,1,1252,,,,,,,,,
326,,717.336,18.81423355,c(717.335804290702, 718.338895865728),c(1, 0.394443948491789),326,c(7762.49040462731, 3063.25142496019),26.45614004,34,0,2,0,0,0,0,1,1163,,,,,,,,,
392,,310.126,8.862142503,c(310.126098403005, 311.129255542622),c(1, 0.190153912276429),392,c(13303.9471381498, 2530.92573043042),15.72787579,16,0,2,0,0,0,0,0,199,,,,,,,,,
